Scientific Name,Common Name,Duration,Habit,Sun,Water,State Code
Dasiphora fruticosa ssp. floribunda,"Shrubby Cinquefoil, Golden Hardhack, Potentilla",Perennial,Shrub,Sun,Dry,WA
Delphinium glareosum,"Olympic Larkspur, Delphinium",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WA
Delphinium glaucum,"Sierra Larkspur, Tower Larkspur",Perennial,Herb,Part-shade,"Wet, Moist",WA
Deschampsia cespitosa,"Tufted Hairgrass, Tufted Hair Grass",Perennial,Grass/Grass-like,Part-shade,Wet,WA
Dicentra formosa,"Pacific Bleeding Heart, Pacific Bleedinghearts, Western Bleedingheart",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WA
Dichanthelium acuminatum var. fasciculatum,"Western Panicgrass, Rosette Grass",Perennial,Grass/Grass-like,Part-shade,Moist,WA
Distichlis spicata,"Saltgrass, Coastal Salt Grass, Inland Salt-grass",Perennial,Grass/Grass-like,Sun,Wet,WA
Dodecatheon hendersonii,"Mosquito Bills, Broad-leaved Shooting Star",Perennial,Herb,"Shade, Part-shade","Moist, Dry",WA
Dryas octopetala,"Eightpetal Mountain-avens, Eight-petal Mountain-avens, White Mountain-avens, Mountain Dryas",Perennial,Herb,Sun,Dry,WA
Dryopteris carthusiana,"Spinulose Woodfern, Spinulose Wood Fern, Shield Fern, Toothed Wood Fern",Perennial,"Herb, Fern","Shade, Part-shade",Moist,WA
Elymus canadensis,"Canada Wild Rye, Canadian Wildrye, Prairie Wildrye, Nodding Wildrye",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,WA
Elymus glaucus,"Blue Wildrye, Blue Wild Rye",Perennial,Grass/Grass-like,Part-shade,Moist,WA
Ericameria nauseosa var. nauseosa,"Rubber Rabbitbrush, Rabbitbrush",Perennial,"Subshrub, Shrub",Sun,,WA
Erigeron compositus,"Cutleaf Daisy, Dwarf Mountain Fleabane, Alpine Daisy",Perennial,Herb,Part-shade,,WA
Eriogonum umbellatum,"Sulphur-flower Buckwheat, Sulphur-flower Wild Buckwheat, Sulphur Buckwheat, Sulphur-flower",Perennial,Herb,"Sun, Part-shade",Dry,WA
Erythronium oregonum,"Giant White Fawnlily, Giant White Fawn-lily, Oregon Fawn-lily",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WA
Erythronium revolutum,"Mahogany Fawnlily, Mahogany Fawn-lily, Bog Fawn-lily",Perennial,Herb,Part-shade,Moist,WA
Festuca idahoensis,"Idaho Fescue, Bunchgrass Fescue, Blue Bunchgrass",Perennial,Grass/Grass-like,Sun,,WA
Fragaria chiloensis,"Beach Strawberry, Coast Strawberry, Chilean Strawberry",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WA
Fraxinus latifolia,Oregon Ash,Perennial,Tree,Sun,"Wet, Moist",WA
Fritillaria affinis var. affinis,"Checker Lily, Rice-grain Missionbells, Mission Bells, Chocolate Lily",Perennial,Herb,Part-shade,Dry,WA
Gaillardia aristata,"Common Gaillardia, Great Blanketflower, Blanketflower, Brown-eyed Susan",Perennial,Herb,Sun,Dry,WA
Garrya elliptica,"Wavyleaf Silktassel, Wavy-leaf Silktassel, Silk-tassel Bush, Coastal Silktassel",Perennial,Shrub,"Sun, Part-shade",,WA
Gaultheria shallon,Salal,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",WA
Gilia capitata,"Bluehead Gilia, Blue-head Gily-flower, Globe Gilia, Blue Gilia",Annual,Herb,Sun,,WA
Glyceria grandis,"American Mannagrass, American Manna Grass, Tall Manna Grass, Reed Meadowgrass",Perennial,Grass/Grass-like,Sun,Wet,WA
Gymnocarpium dryopteris,"Western Oakfern, Northern Oak Fern",Perennial,"Herb, Fern","Sun, Shade",Moist,WA
Hesperostipa comata ssp. comata,Needle And Thread,Perennial,Grass/Grass-like,Sun,Dry,WA
Heterotheca villosa var. villosa,"Hairy False Goldenaster, Golden-aster",Perennial,Herb,Sun,Dry,WA
Heuchera micrantha,"Crevice Alumroot, Common Alumroot",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WA
Hierochloe occidentalis,"California Sweetgrass, California Sweet Grass, California Vanilla Grass",Perennial,Grass/Grass-like,Part-shade,Moist,WA
Holodiscus discolor,"Ocean Spray, Hillside Ocean-spray, Cream Bush, Mountain Spray",Perennial,Shrub,"Sun, Part-shade",Moist,WA
Ipomopsis aggregata ssp. aggregata,"Scarlet Gilia, Skyrocket",Biennial,Herb,Part-shade,Dry,WA
Iris douglasiana,"Douglas Iris, Mountain Iris, Western Iris",Perennial,Herb,Part-shade,Moist,WA
Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag",Perennial,Herb,Sun,Wet,WA
Iris tenax,"Toughleaf Iris, Tough-leaf Iris, Oregon Iris",Perennial,Herb,Part-shade,Dry,WA
Juniperus communis var. montana,"Common Juniper, Dwarf Juniper",Perennial,Shrub,Sun,,WA
Juniperus scopulorum,"Rocky Mountain Juniper, Rocky Mountain Red Cedar, Mountain Red Cedar, Colorado Red Cedar, Western Red Cedar, River Juniper, Western Juniper, Cedro Rojo",Perennial,Tree,"Sun, Part-shade",Dry,WA
Kalmia polifolia,"Bog Laurel, Pale Laurel, Swamp Laurel",Perennial,Shrub,"Sun, Shade, Part-shade",Wet,WA
Kalmiopsis leachiana,"North Umpqua Kalmiopsis, Kalmiopsis",Perennial,Shrub,Part-shade,Moist,WA
Koeleria macrantha,"Prairie Junegrass, Junegrass, Prairie Koeler's Grass",Perennial,Grass/Grass-like,Sun,Dry,WA
Krascheninnikovia lanata,Winterfat,Perennial,Shrub,Sun,,WA
Larix occidentalis,"Western Larch, Western Tamarack",Perennial,Tree,Sun,"Wet, Moist",WA
Layia glandulosa,"White-daisy Tidytips, White Tidytips",Annual,Herb,Sun,,WA
Ledum groenlandicum,"Bog Labrador Tea, Rusty Labrador Tea, Labrador Tea, Hudson's Bay Tea, Muskeg Tea",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist",WA
Leucothoe davisiae,"Sierra Laurel, Sierran Doghobble, Western Leucothoe",Perennial,Shrub,Part-shade,Moist,WA
Lewisia cotyledon,"Siskiyou Lewisia, Siskiyou Bitter-root, Broadleaf Lewisia",Perennial,Herb,Part-shade,,WA
Lewisia rediviva,"Bitter Root, Oregon Bitter-root",Perennial,Herb,Part-shade,,WA
Leymus mollis ssp. mollis,"American Dunegrass, American Dune Grass, Beach Wild Rye",Perennial,Grass/Grass-like,Sun,,WA
Lilium columbianum,"Columbia Lily, Columbian Lily, Oregon Lily, Wild Tiger Lily",Perennial,Herb,Part-shade,,WA
Linum lewisii var. lewisii,"Prairie Flax, Blue Flax",Perennial,Herb,Part-shade,Dry,WA
Lonicera ciliosa,Orange Honeysuckle,Perennial,Vine,"Sun, Shade, Part-shade",Moist,WA
Luetkea pectinata,"Partridgefoot, Alaska Spiraea",Perennial,Herb,Part-shade,Moist,WA
Lupinus bicolor,"Miniature Lupine, Miniature Annual Lupine, Pygmy-leaved Lupine",Annual,Herb,Sun,,WA
Lupinus polyphyllus,"Bigleaf Lupine, Blue-pod Lupine, Meadow Lupine, Bog Lupine",Perennial,Herb,"Sun, Part-shade","Moist, Dry",WA
Lupinus sericeus,Silky Lupine,Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry",WA
Mahonia aquifolium,"Holly-leaved Barberry, Holly-leaf Oregon-grape",Perennial,Shrub,"Shade, Part-shade",Dry,WA
Mahonia nervosa,"Cascade Barberry, Cascade Oregon-grape, Dwarf Oregon-grape",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Mahonia repens,"Creeping Barberry, Creeping Oregon-grape",Perennial,Shrub,Part-shade,"Moist, Dry",WA
Maianthemum dilatatum,"False Lily Of The Valley, May Lily, Canada Mayflower",Perennial,Herb,Shade,"Wet, Moist",WA
Maianthemum racemosum ssp. racemosum,"Feathery False Lily Of The Valley, False Spikenard, False Solomon's Seal, Solomon's Plume, Smilacina",Perennial,Herb,"Shade, Part-shade",Moist,WA
Mentzelia laevicaulis,"Smoothstem Blazingstar, Giant Blazingstar, Evening Star, Stick Leaf",Biennial,Herb,Sun,,WA
Mertensia ciliata,"Tall Fringed Bluebells, Tall Fringe Bluebells, Mountain Bluebells",Perennial,Herb,Part-shade,Wet,WA
Mimulus guttatus,"Yellow Monkeyflower, Golden Monkeyflower, Seep Monkeyflower, Common Monkeyflower, Seep Monkey-flower",Annual,Herb,Part-shade,Moist,WA
Mimulus lewisii,"Purple Monkeyflower, Great Purple Monkeyflower, Lewis Monkeyflower, Lewis's Monkeyflower",Perennial,Herb,Part-shade,Wet,WA
Minuartia obtusiloba,"Twinflower Sandwort, Alpine Stitchwort, Cushion Sandwort",Perennial,Herb,Sun,Dry,WA
Monardella odoratissima,"Mountain Monardella, Alpine Mountainbalm, Coyote Mint, Mountain Pennyroyal",Perennial,Herb,Part-shade,,WA
Morella californica,"Pacific Wax Myrtle, California Wax Myrtle, Pacific Bayberry, California Bayberry",Perennial,Shrub,"Sun, Part-shade",,WA
Nothochelone nemorosa,"Woodland Beardtongue, Woodland-beardtongue, Woodland Penstemon",Perennial,Herb,Part-shade,Dry,WA
Oemleria cerasiformis,"Indian Plum, Oso-berry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Paxistima myrsinites,"Oregon Boxleaf, Myrtle Boxwood, Mountain Lover",Perennial,Shrub,"Sun, Shade, Part-shade",Dry,WA
Pedicularis groenlandica,Elephanthead Lousewort,Perennial,Herb,Sun,Moist,WA
Penstemon davidsonii,"Davidson's Penstemon, Davidson's Beardtongue, Timberline Penstemon, Timberline Beardtongue, Alpine Penstemon, Alpine Beardtongue, Blue Color Mat",Perennial,Herb,Sun,,WA
Penstemon deustus,"Scabland Penstemon, Scabland Beardtongue, Hot-rock Penstemon, Hot-rock Beardtongue",Perennial,Herb,Sun,Dry,WA
Penstemon fruticosus,"Bush Penstemon, Bush Beardtongue, Shrubby Penstemon, Shrubby Beardtongue",Perennial,Herb,Sun,Dry,WA
Penstemon rupicola,"Cliff Penstemon, Cliff Beardtongue",Perennial,Herb,Sun,Dry,WA
Penstemon serrulatus,"Serrulate Penstemon, Serrulate Beardtongue, Cascade Penstemon, Cascade Beardtongue, Coast Penstemon, Coast Beardtongue",Perennial,Herb,Part-shade,Wet,WA
Penstemon speciosus,"Royal Penstemon, Royal Beardtongue, Sagebrush Penstemon, Sagebrush Beardtongue",Perennial,Herb,Sun,,WA
Peritoma lutea,"Yellow Bee-plant, Yellow Spiderflower",Annual,Herb,Sun,Dry,WA
Peritoma serrulata,"Rocky Mountain Bee-plant, Stinking-clover, Bee Spiderflower, Navajo Spinach, Pink Cleome, Toothed Spiderflower, Skunkweed",Annual,Herb,"Sun, Shade","Moist, Dry",WA
Phacelia sericea,"Silky Phacelia, Purple Fringe",Biennial,Herb,Part-shade,,WA
Phlox diffusa,"Spreading Phlox, Mat Phlox",Perennial,Herb,Sun,Dry,WA
Phlox speciosa ssp. occidentalis,Showy Phlox,Perennial,Herb,,,WA
Phyllodoce empetriformis,"Pink Mountain Heath, Pink Mountain Heather",Perennial,Shrub,Part-shade,Moist,WA
Physocarpus capitatus,Pacific Ninebark,Perennial,Shrub,"Sun, Part-shade","Wet, Moist",WA
Picea breweriana,"Brewer Spruce, Weeping Spruce",Perennial,Tree,Part-shade,Moist,WA
Picea engelmannii,"Engelmann's Spruce, Engelmann Spruce",Perennial,Tree,"Sun, Part-shade",Moist,WA
Picea sitchensis,Sitka Spruce,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",WA
Pinus attenuata,"Knobcone Pine, Knob-cone Pine",Perennial,Tree,Part-shade,Dry,WA
Pinus contorta,"Lodgepole Pine, Beach Pine, Pino De San Pedro Martir",Perennial,Tree,Sun,Dry,WA
Pinus contorta var. murrayana,"Sierra Lodgepole Pine, Lodgepole Pine",Perennial,Tree,Sun,Dry,WA
Pinus monticola,Western White Pine,Perennial,Tree,Sun,"Moist, Dry",WA
Pinus ponderosa,"Ponderosa Pine, Western Yellow Pine, Pino Blanco",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WA
Poa secunda,"Sandberg Bluegrass, Curly Blue Grass, Pine Blue Grass, Canby Blue Grass",Perennial,Grass/Grass-like,Part-shade,,WA
Polemonium pulcherrimum,"Jacob's-ladder, Skunk Leaf",Perennial,Herb,Part-shade,Dry,WA
Polypodium glycyrrhiza,Licorice Fern,Perennial,"Herb, Fern",Part-shade,Moist,WA
Polypodium scouleri,"Leathery Polypody, Rock Polypody",Perennial,"Herb, Fern",Part-shade,Moist,WA
Polystichum imbricans,"Narrowleaf Swordfern, Narrow-leaf Sword Fern, Dwarf Western Sword Fern",Perennial,"Herb, Fern",Part-shade,Dry,WA
Polystichum munitum,"Western Swordfern, Pineland Swordfern",Perennial,"Herb, Fern","Shade, Part-shade",Moist,WA
Populus balsamifera ssp. trichocarpa,Black Cottonwood,Perennial,Tree,"Sun, Shade, Part-shade",Moist,WA
Populus tremuloides,"Quaking Aspen, Golden Aspen, Trembling Aspen, Mountain Aspen, Aspen, Trembling Poplar, Alamo Blanco",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WA
Prosartes smithii,"Largeflower Fairybells, Large-flower Fairybells, Smith's Fairybells",Perennial,Herb,Part-shade,Moist,WA
Prunus virginiana,"Chokecherry, Common Chokecherry, Choke Cherry",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WA
Pseudoroegneria spicata ssp. spicata,"Bluebunch Wheatgrass, Bluebunch-wheat Grass",Perennial,Grass/Grass-like,Sun,Dry,WA
Pseudotsuga menziesii,"Douglas Fir, Blue Douglas Fir",Perennial,Tree,Part-shade,Dry,WA
Purshia tridentata,"Antelope Bitterbrush, Bitterbrush, Antelope Brush",Perennial,Shrub,Sun,Dry,WA
Quercus chrysolepis,Canyon Live Oak,Perennial,"Shrub, Tree",Sun,Moist,WA
Quercus garryana,Oregon White Oak,Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WA
Quercus kelloggii,California Black Oak,Perennial,Tree,Sun,,WA
Rhododendron macrophyllum,"Pacific Rhododendron, California Rhododendron, California Rosebay, Red Rhododendron",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WA
Rhododendron occidentale,Western Azalea,Perennial,Shrub,Part-shade,Moist,WA
Rhus glabra,Smooth Sumac,Perennial,Shrub,"Sun, Shade, Part-shade",Dry,WA
Ribes sanguineum,"Redflower Currant, Blood Currant, Pink-flowered Currant, Red Flowering Currant",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Rosa nutkana,Nootka Rose,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Rosa woodsii,"Woods' Rose, Western Wild Rose",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Rubus spectabilis,"Salmonberry, Salmon Raspberry",Perennial,"Subshrub, Vine","Sun, Shade, Part-shade",Moist,WA
Salix scouleriana,"Scouler's Willow, Western Pussy Willow",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Salvia dorrii,"Purple Sage, Gray Ball Sage, Dorri Sage, Desert Sage",Perennial,Herb,Sun,Dry,WA
Saxifraga bronchialis,"Yellowdot Saxifrage, Yellow-spot Saxifrage, Matted Saxifrage",Perennial,Herb,Part-shade,Dry,WA
Schoenoplectus acutus var. acutus,Hardstem Bulrush,Perennial,Grass/Grass-like,Sun,Wet,WA
Sedum spathulifolium,"Broadleaf Stonecrop, Broad-leaf Stonecrop, Common Stonecrop",Perennial,Herb,"Sun, Part-shade",Dry,WA
Shepherdia canadensis,"Russet Buffaloberry, Rabbitberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Silene acaulis,"Moss Campion, Cushion Pink",Perennial,Herb,Sun,,WA
Silene hookeri,"Hooker's Silene, Dusty Pink, Ground Pink",Perennial,Herb,Part-shade,,WA
Sisyrinchium bellum,"Western Blue-eyed Grass, California Blue-eyed-grass",Perennial,Herb,Part-shade,,WA
Spiraea douglasii,"Rose Spirea, Western Spiraea, Hardhack Spiraea",Perennial,Shrub,Part-shade,Moist,WA
Spiraea splendens var. splendens,"Rose Meadowsweet, Subalpine Spiraea",Perennial,Shrub,Sun,Wet,WA
Sporobolus airoides,"Alkali Sacaton, Zacate Alcalino",Perennial,Grass/Grass-like,Part-shade,Moist,WA
Sporobolus cryptandrus,Sand Dropseed,Perennial,Grass/Grass-like,"Sun, Part-shade",Dry,WA
Symphyotrichum ascendens,"Western Aster, Western American-aster, Purple Aster, Pacific Aster",Perennial,Herb,Sun,Moist,WA
Symphyotrichum foliaceum var. foliaceum,"Alpine Leafybract Aster, Leafy Aster",Perennial,Herb,Part-shade,Moist,WA
Taxus brevifolia,"Pacific Yew, Western Yew",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WA
Tellima grandiflora,"Bigflower Tellima, Fragrant Fringecup",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WA
Thuja plicata,"Western Red Cedar, Western Arborvitae, Canoe Cedar",Perennial,Tree,"Shade, Part-shade","Wet, Moist",WA
Tiarella trifoliata var. unifoliata,"Oneleaf Foamflower, Western Foamflower, Sugar Scoop",Perennial,Herb,Shade,,WA
Tolmiea menziesii,"Youth On Age, Piggyback-plant, Youth-on-age, Thousand Mothers",Perennial,Herb,Shade,Moist,WA
Trientalis borealis ssp. latifolia,"Broadleaf Starflower, Maystar, Starflower, Indian Potato",Perennial,Herb,Shade,,WA
Trillium ovatum,"Pacific Trillium, Pacific Wake-robin, Western Trillium, Western Wake-robin, Coast Trillium, Coast Wake-robin",Perennial,Herb,"Shade, Part-shade","Wet, Moist",WA
Trisetum spicatum,"Spike Trisetum, Narrow False Oat",Perennial,Grass/Grass-like,Sun,Moist,WA
Tsuga heterophylla,Western Hemlock,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",WA
Tsuga mertensiana,Mountain Hemlock,Perennial,Tree,"Sun, Shade, Part-shade",Moist,WA
Typha latifolia,"Broadleaf Cattail, Common Cattail",Perennial,Grass/Grass-like,"Sun, Part-shade",Wet,WA
Umbellularia californica,"California Laurel, California Bay, Oregon Myrtle, Pepperwood",Perennial,Tree,Part-shade,Moist,WA
Vaccinium ovatum,"California Huckleberry, Evergreen Blueberry, Evergreen Huckleberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Vaccinium parvifolium,"Red Huckleberry, Red Blueberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WA
Vancouveria hexandra,"White Insideout Flower, White Inside-out-flower, Northern Inside-out Flower",Perennial,Herb,Shade,Moist,WA
Viburnum edule,"Squashberry, Moosewood Viburnum, Few-flowered Cranberry Bush",Perennial,Shrub,"Sun, Shade, Part-shade",Moist,WA
Viola glabella,"Pioneer Violet, Smooth Yellow Violet",Perennial,Herb,"Shade, Part-shade","Wet, Moist",WA
Viola macloskeyi,"Small White Violet, Smooth White Violet, White Mountain Violet, Northern White Violet",Perennial,Herb,Part-shade,Moist,WA
Viola vallicola var. vallicola,"Sagebrush Violet, Yellow Violet",Perennial,Herb,Sun,,WA
Whipplea modesta,"Common Whipplea, Modesty, Whipplevine, Yerba De Selva",Perennial,Herb,Shade,Dry,WA
Woodwardia fimbriata,"Giant Chainfern, Giant Chain Fern",Perennial,"Herb, Fern",Part-shade,Moist,WA
Wyethia angustifolia,"California Compassplant, California-compassplant, Narrowleaf Mule Ears",Perennial,Herb,Sun,,WA
Xerophyllum tenax,"Common Beargrass, Western Turkeybeard, Bear Lily, Pine Lily, Elk Grass, Squaw Grass, Beargrass, Turkeybeard",Perennial,Herb,Sun,,WA
Acer rubrum,"Red Maple, Scarlet Maple, Soft Maple",Perennial,Tree,"Sun, Part-shade",Moist,WI
Acer saccharinum,"Silver Maple, Soft Maple, White Maple",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WI
Acer saccharum,"Sugar Maple, Northern Sugar Maple",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Actaea pachypoda,"White Baneberry, Dolls Eyes",Perennial,Herb,"Shade, Part-shade","Wet, Moist",WI
Actaea rubra,Red Baneberry,Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Adiantum pedatum,"Northern Maidenhair Fern, Maidenhair Fern",Perennial,Fern,"Shade, Part-shade",Moist,WI
Allium canadense,"Meadow Garlic, Wild Garlic, Wild Onion",Perennial,Grass/Grass-like,Sun,Moist,WI
Alnus incana,"Gray Alder, Speckled Alder",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Wet, Moist",WI
Amelanchier arborea,"Common Serviceberry, Downy Serviceberry, Shadbush, Juneberry, Junebush, Shadblow, Sarvis",Perennial,Tree,"Sun, Shade, Part-shade",Dry,WI
Amorpha fruticosa,"Indigo Bush, False Indigo Bush, False Indigo, Desert False Indigo",Perennial,Shrub,"Sun, Part-shade",Moist,WI
Andropogon gerardii,"Big Bluestem, Tall Bluestem, Turkeyfoot",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,WI
Andropogon hallii,Sand Bluestem,Perennial,Grass/Grass-like,Sun,,WI
Anemone canadensis,"Canadian Anemone, Round-leaf Thimbleweed, Canada Anemone, Windflower, Meadow Anemone",Perennial,Herb,"Shade, Part-shade",Moist,WI
Anemone cylindrica,"Candle Anemone, Long-headed Thimbleweed, Longhead Thimbleweed, Thimbleweed",Perennial,Herb,"Sun, Part-shade",Dry,WI
Aquilegia canadensis,"Eastern Red Columbine, Wild Red Columbine",Perennial,Herb,"Shade, Part-shade","Moist, Dry",WI
Arctostaphylos uva-ursi,"Kinnikinnick, Red Bearberry, Kinnikinnik",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WI
Arisaema triphyllum,"Jack In The Pulpit, Indian Jack In The Pulpit, Jack-in-the-pulpit",Perennial,Herb,"Sun, Shade","Wet, Moist",WI
Asarum canadense,"Canadian Wild Ginger, Wild Ginger",Perennial,Herb,"Shade, Part-shade",Moist,WI
Asclepias incarnata,"Swamp Milkweed, Pink Milkweed",Perennial,Herb,"Sun, Part-shade","Wet, Moist",WI
Asclepias tuberosa,"Butterflyweed, Butterfly Weed, Butterfly Milkweed, Orange Milkweed, Pleurisy Root, Chigger Flower, Chiggerweed",Perennial,Herb,Sun,"Moist, Dry",WI
Asclepias verticillata,"Whorled Milkweed, Eastern Whorled Milkweed",Perennial,Herb,"Sun, Part-shade",Dry,WI
Athyrium filix-femina,"Common Lady Fern, Subarctic Lady Fern, Lady Fern, Ladyfern",Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist",WI
Baptisia alba,"White Wild Indigo, White Baptisia",Perennial,Herb,Sun,"Moist, Dry",WI
Baptisia bracteata var. leucophaea,"Longbract Wild Indigo, Cream False Indigo, Plains Wild Indigo, Cream Wild Indigo, Large-bracted Wild Indigo",Perennial,Herb,Part-shade,Moist,WI
Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch",Perennial,Tree,Part-shade,Moist,WI
Betula papyrifera,"Paper Birch, Canoe Birch, White Birch",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WI
Bouteloua curtipendula,"Sideoats Grama, Banderilla, Banderita, Navajita",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",WI
Bromus kalmii,"Arctic Brome, Prairie Brome, Wild Chess",Perennial,Grass/Grass-like,Sun,Dry,WI
Calamagrostis canadensis,Bluejoint,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist",WI
Caltha palustris,"Yellow Marsh Marigold, Cowslip",Perennial,Herb,"Shade, Part-shade","Wet, Moist",WI
Campanula rotundifolia,"Bluebell Bellflower, Bluebell Of Scotland, Bluebell, Harebell, Witches' Thimble",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Campanulastrum americanum,"American Bellflower, Tall Bellflower",Annual,Herb,Part-shade,Moist,WI
Carex pensylvanica,Pennsylvania Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Dry,WI
Carex stipata,"Awlfruit Sedge, Awl-fruited Sedge, Stalk-grain Sedge",Perennial,Grass/Grass-like,Sun,"Wet, Moist",WI
Carpinus caroliniana,"American Hornbeam, Blue Beech, Water Beech, Musclewood, Ironwood",Perennial,Tree,"Shade, Part-shade",Moist,WI
Carya ovata,"Shagbark Hickory, Carolina Hickory, Scalybark Hickory, Upland Hickory, Shellbark Hickory",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Ceanothus americanus,"New Jersey Tea, Redroot",Perennial,Shrub,"Sun, Part-shade","Moist, Dry",WI
Celastrus scandens,American Bittersweet,Perennial,Vine,"Sun, Shade, Part-shade","Moist, Dry",WI
Celtis occidentalis,"Common Hackberry, Northern Hackberry, American Hackberry, Nettle Tree, Beaverwood, False Elm",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Cephalanthus occidentalis,"Common Buttonbush, Buttonbush, Button Willow, Honey Bells, Honeybells, Honey Balls, Honeyballs, Button-bush",Perennial,Shrub,"Shade, Part-shade","Wet, Moist",WI
Chamaecrista fasciculata,"Partridge Pea, Sleepingplant, Sensitive Plant",Annual,Herb,"Sun, Part-shade","Moist, Dry",WI
Chamerion angustifolium ssp. angustifolium,"Fireweed, Narrow-leaf Fireweed, Willow Herb",Perennial,Herb,Sun,Moist,WI
Chelone glabra,White Turtlehead,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Coreopsis lanceolata,"Lanceleaf Coreopsis, Lance-leaved Coreopsis, Lanceleaf Tickseed, Sand Coreopsis",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Coreopsis palmata,"Stiff Tickseed, Stiff Coreopsis, Finger Coreopsis",Perennial,Herb,Part-shade,,WI
Cornus alternifolia,"Alternateleaf Dogwood, Alternate-leaf Dogwood, Pagoda Dogwood",Perennial,Shrub,"Shade, Part-shade",Moist,WI
Cornus canadensis,"Bunchberry Dogwood, Canadian Bunchberry",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Cornus racemosa,Gray Dogwood,Perennial,Shrub,"Sun, Shade, Part-shade",Moist,WI
Cornus sericea,"Red Osier Dogwood, Red Osier, Red-twig Dogwood",Perennial,Shrub,Part-shade,Moist,WI
Corylus americana,"American Hazelnut, American Filbert",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WI
Crataegus crus-galli,"Cockspur Hawthorn, Cockspur Thorn, Newcastle Hawthorn, Newcastle Thorn, Hog Apple",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Crataegus mollis,"Downy Hawthorn, White Thorn, Whitethorn, Scarlet Hawthorn, Scarlet Haw, Red Haw, Downy Thorn",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Moist, Dry",WI
Dasiphora fruticosa ssp. floribunda,"Shrubby Cinquefoil, Golden Hardhack, Potentilla",Perennial,Shrub,Sun,Dry,WI
Desmodium canadense,Showy Tick Trefoil,Perennial,Herb,Sun,"Moist, Dry",WI
Dicentra cucullaria,Dutchman's Breeches,Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Diervilla lonicera,"Northern Bush Honeysuckle, Northern Bush-honeysuckle, Diervilla",Perennial,Shrub,"Shade, Part-shade",Dry,WI
Dirca palustris,"Eastern Leatherwood, Western Leatherwood, Ropebark, Wicopy",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WI
Dodecatheon meadia,"Eastern Shooting Star, Shooting Star, Pride Of Ohio, Roosterheads, Prairie Pointers",Perennial,Herb,Part-shade,Moist,WI
Dryopteris cristata,"Crested Woodfern, Crested Wood Fern, Buckler Fern",Perennial,"Herb, Fern","Sun, Shade, Part-shade",Moist,WI
